Timestamp,MainIncoming_kW,CHWRT,CWRT,CHWST,CWST,CHW Flow,CDW Flow,heat_in,heat_out,lift,chwdt,cwdt,DemoSite Demo avgHum,DemoSite Demo avgTemp,DemoSite Demo Calculated Wet Bulb
2023-05-28T23:00:00+08:00 Singapore,37.519910430908205kW,10.508898989359539°C,27.82979736328125°C,9.222281901041667°C,26.841556803385416°C,36.99677378336589L/s,40.80609868367513L/s,19.871277064870757_RT,31.601815288298578_RT,18.607515462239583Δ°C,1.2866170883178718Δ°C,0.9882405598958357Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-28T23:15:00+08:00 Singapore,44.20856297810872kW,9.574759419759115°C,28.39461669921875°C,8.135321044921875°C,26.902327473958334°C,36.970960998535155L/s,40.80955429077149L/s,21.793287071674516_RT,47.82825244406775_RT,20.259295654296878Δ°C,1.4394383748372395Δ°C,1.4922892252604179Δ°C,77.75%RH,28°C,24.88111591655699°C
2023-05-28T23:30:00+08:00 Singapore,30.308847173055014kW,10.033765983581542°C,27.518666585286457°C,9.096523030598958°C,26.91294148763021°C,36.947844950358075L/s,40.796502685546876L/s,14.045159000269877_RT,19.421304186608168_RT,18.4221435546875Δ°C,0.9372429529825848Δ°C,0.6057250976562472Δ°C,78.5%RH,28°C,24.990835061582747°C
2023-05-28T23:45:00+08:00 Singapore,44.47489776611328kW,10.468904940287272°C,28.54026082356771°C,8.63319600423177°C,27.287626139322917°C,36.94900080362956L/s,40.819916280110675L/s,26.80041109240104_RT,40.722257302336885_RT,19.90706481933594Δ°C,1.835708936055502Δ°C,1.2526346842447929Δ°C,79.25%RH,28°C,25.10033433883497°C
2023-05-29T00:00:00+08:00 Singapore,44.37249959309896kW,9.826078414916992°C,28.61503702799479°C,8.091600545247395°C,27.269783528645835°C,36.95285364786784L/s,40.80302861531575L/s,24.60292671221544_RT,43.70463278364892_RT,20.523436482747396Δ°C,1.7344778696695968Δ°C,1.3452534993489564Δ°C,80%RH,28°C,25.209620976963805°C
2023-05-29T00:15:00+08:00 Singapore,28.216886520385742kW,9.783697764078775°C,27.702276611328124°C,8.726181030273438°C,26.984051513671876°C,36.92241694132487L/s,40.81339162190755L/s,14.283543290559528_RT,23.089226758786122_RT,18.976095581054686Δ°C,1.057516733805338Δ°C,0.7182250976562479Δ°C,80%RH,28°C,25.209620976963805°C
2023-05-29T00:30:00+08:00 Singapore,47.080420939127606kW,10.432112820943196°C,28.299702962239582°C,8.682619222005208°C,26.88344930013021°C,36.95940272013346L/s,40.823370869954424L/s,26.757107228361683_RT,45.35944070367873_RT,19.617083740234374Δ°C,1.7494935989379883Δ°C,1.4162536621093729Δ°C,80%RH,28°C,25.209620976963805°C
2023-05-29T00:45:00+08:00 Singapore,40.393925221761066kW,9.541764895121256°C,28.180472819010415°C,8.071815999348958°C,27.106599934895833°C,36.93936996459961L/s,40.838341013590494L/s,20.368364238677383_RT,34.67924046236168_RT,20.108656819661455Δ°C,1.4699488957722977Δ°C,1.0738728841145821Δ°C,80%RH,28°C,25.209620976963805°C
2023-05-29T01:00:00+08:00 Singapore,34.542148717244466kW,10.596157773335774°C,27.72120564778646°C,9.305344645182291°C,26.892513020833334°C,36.955935923258465L/s,40.778847757975264L/s,19.39736290414431_RT,26.550121757730157_RT,18.415861002604167Δ°C,1.2908131281534825Δ°C,0.8286926269531243Δ°C,80%RH,28°C,25.209620976963805°C
2023-05-29T01:15:00+08:00 Singapore,45.158051300048825kW,9.961501312255859°C,29.001285807291666°C,8.190607706705729°C,27.683048502604166°C,36.9798230489095L/s,40.7865239461263L/s,25.388383011643043_RT,43.475958530199094_RT,20.81067810058594Δ°C,1.77089360555013Δ°C,1.3182373046875Δ°C,80%RH,28°C,25.209620976963805°C
2023-05-29T01:30:00+08:00 Singapore,29.42727076212565kW,9.971186383565266°C,28.075252278645834°C,9.018118286132813°C,27.2760009765625°C,37.006022135416664L/s,40.799958038330075L/s,13.876760204235744_RT,25.972018552983464_RT,19.057133992513023Δ°C,0.9530680974324532Δ°C,0.7992513020833343Δ°C,80%RH,28°C,25.209620976963805°C
2023-05-29T01:45:00+08:00 Singapore,47.638389333089194kW,10.301857948303223°C,29.267547607421875°C,8.543698120117188°C,27.67788289388021°C,36.96287078857422L/s,40.797270965576175L/s,26.71934697539954_RT,52.41795289915497_RT,20.723849487304687Δ°C,1.7581598281860344Δ°C,1.5896647135416657Δ°C,80%RH,28°C,25.209620976963805°C
2023-05-29T02:00:00+08:00 Singapore,31.821783955891927kW,9.655923398335775°C,27.179433186848957°C,8.44038594563802°C,26.424532063802083°C,36.97211685180664L/s,40.81108881632487L/s,16.537354598815657_RT,23.765066369260815_RT,18.739047241210937Δ°C,1.2155374526977543Δ°C,0.7549011230468743Δ°C,80%RH,28°C,25.209620976963805°C
2023-05-29T02:15:00+08:00 Singapore,40.241875966389976kW,10.591194025675456°C,27.01955769856771°C,9.001057942708334°C,25.943672688802085°C,36.969035085042314L/s,40.819148763020834L/s,23.754983620264397_RT,33.25362291725337_RT,18.018499755859374Δ°C,1.5901360829671223Δ°C,1.0758850097656243Δ°C,79.75%RH,28°C,25.173215285697086°C
2023-05-29T02:30:00+08:00 Singapore,40.20866292317708kW,9.391693941752116°C,27.275197347005207°C,8.037599690755208°C,26.03542277018229°C,36.93859837849935L/s,40.80840199788411L/s,19.66752706012462_RT,38.454663487694795_RT,19.23759765625Δ°C,1.3540942509969085Δ°C,1.2397745768229171Δ°C,79.5%RH,28°C,25.13678649324946°C
2023-05-29T02:45:00+08:00 Singapore,28.618232599894206kW,10.383643849690754°C,25.679032389322916°C,9.363753255208334°C,25.148651123046875°C,36.97751159667969L/s,40.860602060953774L/s,14.937806264985403_RT,15.89075480875218_RT,16.315279134114583Δ°C,1.0198905944824208Δ°C,0.5303812662760414Δ°C,79.25%RH,28°C,25.10033433883497°C
2023-05-29T03:00:00+08:00 Singapore,40.334590911865234kW,9.935834566752115°C,26.883426920572916°C,8.399678548177084°C,25.645369466145834°C,36.95786158243815L/s,40.80494664510091L/s,22.10265455915536_RT,37.82608675457004_RT,18.48374837239583Δ°C,1.5361560185750314Δ°C,1.2380574544270821Δ°C,79%RH,28°C,25.063858559388002°C
2023-05-29T03:15:00+08:00 Singapore,29.68215141296387kW,9.772098922729493°C,26.238706461588542°C,8.471498616536458°C,25.648486328125°C,36.96672388712565L/s,40.80456390380859L/s,16.830081198404855_RT,18.03505264981595_RT,17.767207845052084Δ°C,1.3006003061930347Δ°C,0.5902201334635429Δ°C,79%RH,28°C,25.063858559388002°C
2023-05-29T03:30:00+08:00 Singapore,38.761955134073894kW,10.549200503031413°C,26.438301595052085°C,9.092383829752604°C,25.378375244140624°C,36.949771881103516L/s,40.79304962158203L/s,22.14443127571252_RT,32.04654088842929_RT,17.345917765299482Δ°C,1.4568166732788086Δ°C,1.0599263509114607Δ°C,79%RH,28°C,25.063858559388002°C
2023-05-29T03:45:00+08:00 Singapore,40.25996627807617kW,9.724830309549967°C,26.645548502604168°C,8.13094482421875°C,25.448427327473958°C,36.945919291178384L/s,40.81684544881185L/s,22.14767593275969_RT,36.29449151070428_RT,18.51460367838542Δ°C,1.5938854853312172Δ°C,1.19712117513021Δ°C,79%RH,28°C,25.063858559388002°C
2023-05-29T04:00:00+08:00 Singapore,27.19538269042969kW,10.013962491353352°C,25.37868448893229°C,9.277086385091145°C,24.892283121744793°C,36.98059336344401L/s,40.79189860026042L/s,10.950698936575746_RT,14.424513470138855_RT,16.101598103841145Δ°C,0.7368761062622067Δ°C,0.48640136718749716Δ°C,79%RH,28°C,25.063858559388002°C
2023-05-29T04:15:00+08:00 Singapore,39.8244519551595kW,10.209740829467773°C,26.22362060546875°C,8.480951944986979°C,24.873380533854167°C,36.92858174641927L/s,40.78805999755859L/s,24.044908565203222_RT,40.011742145250025_RT,17.74266866048177Δ°C,1.7287888844807942Δ°C,1.3502400716145821Δ°C,79.25%RH,28°C,25.10033433883497°C
2023-05-29T04:30:00+08:00 Singapore,30.896409861246745kW,9.582582092285156°C,26.06209716796875°C,8.47534891764323°C,25.162298583984374°C,36.89082438151042L/s,40.82797622680664L/s,15.218982984729324_RT,26.973498056133256_RT,17.58674825032552Δ°C,1.1072331746419266Δ°C,0.8997985839843778Δ°C,79.5%RH,28°C,25.13678649324946°C
2023-05-29T04:45:00+08:00 Singapore,37.11046867370605kW,10.407169532775878°C,26.50449015299479°C,9.088524373372396°C,25.45124715169271°C,36.987528228759764L/s,40.81032104492188L/s,20.12191288989884_RT,31.935910678344126_RT,17.415965779622397Δ°C,1.3186451594034825Δ°C,1.0532430013020821Δ°C,79.75%RH,28°C,25.173215285697086°C
2023-05-29T05:00:00+08:00 Singapore,41.033852640787764kW,9.931728553771972°C,27.237959798177084°C,8.367276000976563°C,25.900760904947916°C,37.11852111816406L/s,40.823754119873044L/s,22.529020535907865_RT,41.261991566271725_RT,18.87068379720052Δ°C,1.5644525527954087Δ°C,1.3371988932291679Δ°C,80%RH,28°C,25.209620976963805°C
2023-05-29T05:15:00+08:00 Singapore,42.042048899332684kW,9.727042643229167°C,27.67269287109375°C,8.15794169108073°C,26.373583984375°C,37.174769337972L/s,40.76272735595703L/s,22.476585646883404_RT,40.818435941813306_RT,19.514751180013022Δ°C,1.5691009521484371Δ°C,1.2991088867187521Δ°C,80%RH,27.75°C,24.969611695906156°C
2023-05-29T05:30:00+08:00 Singapore,42.59577178955078kW,9.677670542399088°C,27.727777099609376°C,7.888969930013021°C,26.438993326822917°C,37.14548797607422L/s,40.817613474527995L/s,24.197870540016623_RT,40.59444695242395_RT,19.838807169596357Δ°C,1.7887006123860676Δ°C,1.2887837727864593Δ°C,80%RH,27.5°C,24.729602314943865°C
2023-05-29T05:45:00+08:00 Singapore,30.701281102498374kW,10.173783493041991°C,26.86830037434896°C,9.197596232096354°C,26.282834879557292°C,37.1582026163737L/s,40.801876576741535L/s,14.68518403451059_RT,18.332224442802215_RT,17.670704142252603Δ°C,0.9761872609456379Δ°C,0.5854654947916664Δ°C,80%RH,27.25°C,24.48959283337836°C
2023-05-29T06:00:00+08:00 Singapore,43.214882914225264kW,10.0496737798055°C,28.112654622395834°C,8.556814575195313°C,26.710201009114584°C,37.19133656819661L/s,40.78614044189453L/s,22.78705487930649_RT,44.627988931185136_RT,19.55584004720052Δ°C,1.4928592046101876Δ°C,1.4024536132812493Δ°C,80%RH,27°C,24.24958325050458°C
2023-05-29T06:15:00+08:00 Singapore,43.43650843302409kW,9.64260450998942°C,28.03091837565104°C,8.024224853515625°C,26.642987060546876°C,37.19172185262044L/s,40.80801773071289L/s,23.095239090073136_RT,44.05472992042919_RT,20.006693522135414Δ°C,1.6183796564737953Δ°C,1.387931315104165Δ°C,80.5%RH,27°C,24.321001522772313°C
2023-05-29T06:30:00+08:00 Singapore,48.322923024495445kW,11.05204079945882°C,28.378857421875°C,9.034696451822917°C,26.72623494466146°C,37.179778798421225L/s,40.79535115559896L/s,30.718039560826035_RT,52.620272379160994_RT,19.344160970052084Δ°C,2.0173443476359036Δ°C,1.6526224772135407Δ°C,81%RH,27°C,24.392339172789733°C
2023-05-29T06:45:00+08:00 Singapore,52.84082158406576kW,11.183838399251302°C,29.118509928385418°C,8.968585205078124°C,27.204378255208333°C,37.18286056518555L/s,40.78076655069987L/s,33.96800743138396_RT,62.03721156165481_RT,20.149924723307294Δ°C,2.2152531941731777Δ°C,1.914131673177085Δ°C,81.5%RH,27°C,24.46359811084528°C
2023-05-29T07:00:00+08:00 Singapore,58.525021362304685kW,11.2402650197347°C,29.315157063802083°C,8.969871012369792°C,26.98122355143229°C,37.493002319335936L/s,40.76771697998047L/s,36.142317802294926_RT,75.0225419270649_RT,20.34528605143229Δ°C,2.2703940073649083Δ°C,2.333933512369793Δ°C,82%RH,27°C,24.53478021458787°C
2023-05-29T07:15:00+08:00 Singapore,57.666585795084636kW,11.514633242289225°C,29.338958740234375°C,8.954182942708334°C,27.220121256510417°C,37.48606821695964L/s,40.76502965291341L/s,38.982758702224004_RT,68.71148860758753_RT,20.38477579752604Δ°C,2.560450299580891Δ°C,2.118837483723958Δ°C,81.5%RH,27.25°C,24.70459480892596°C
2023-05-29T07:30:00+08:00 Singapore,57.71112772623698kW,11.381910959879557°C,29.2828125°C,8.880361938476563°C,27.08978271484375°C,37.50186386108398L/s,40.783453369140624L/s,38.15316240801692_RT,70.77692764799404_RT,20.402450561523438Δ°C,2.501549021402994Δ°C,2.1930297851562486Δ°C,81%RH,27.5°C,24.87367871586583°C
2023-05-29T07:45:00+08:00 Singapore,56.67048950195313kW,11.411123466491699°C,29.40572306315104°C,8.94517822265625°C,27.20875244140625°C,37.4340571085612L/s,40.81262410481771L/s,37.67809915767431_RT,71.21550091791973_RT,20.46054484049479Δ°C,2.465945243835449Δ°C,2.1969706217447893Δ°C,80.5%RH,27.75°C,25.042023595058108°C
2023-05-29T08:00:00+08:00 Singapore,56.26498184204102kW,11.387742614746093°C,29.438850911458335°C,8.98066914876302°C,27.188321940104167°C,37.32579600016276L/s,40.82797622680664L/s,37.04405928484181_RT,72.89683395350838_RT,20.458181762695315Δ°C,2.407073465983073Δ°C,2.250528971354168Δ°C,80%RH,28°C,25.209620976963805°C
2023-05-29T08:15:00+08:00 Singapore,62.70106150309245kW,11.57579968770345°C,29.76619873046875°C,9.002536010742187°C,27.205120849609376°C,37.45216445922851L/s,40.85062255859375L/s,40.69547969921121_RT,83.00707288439892_RT,20.763662719726565Δ°C,2.573263676961263Δ°C,2.5610778808593757Δ°C,79.5%RH,28°C,25.13678649324946°C
2023-05-29T08:30:00+08:00 Singapore,66.82225138346354kW,11.752821795145671°C,29.930269368489583°C,8.972701009114584°C,27.5009765625°C,37.466034698486325L/s,40.77232309977214L/s,43.97869697662969_RT,79.59203973354045_RT,20.957568359375Δ°C,2.7801207860310875Δ°C,2.429292805989583Δ°C,79%RH,28°C,25.063858559388002°C
2023-05-29T08:45:00+08:00 Singapore,68.00713907877604kW,11.700300725301107°C,30.18392333984375°C,8.970381673177084°C,27.69676513671875°C,37.47528076171875L/s,40.82260284423828L/s,43.76681052397534_RT,82.0680498706658_RT,21.213541666666668Δ°C,2.729919052124023Δ°C,2.487158203125002Δ°C,78.5%RH,28°C,24.990835061582747°C
2023-05-29T09:00:00+08:00 Singapore,68.24239908854166kW,11.793333307902019°C,30.42592569986979°C,8.952630615234375°C,27.67452392578125°C,37.449082692464195L/s,40.832583872477215L/s,44.987839526327924_RT,90.71431515747129_RT,21.473295084635417Δ°C,2.8407026926676444Δ°C,2.7514017740885386Δ°C,78%RH,28°C,24.917713848739805°C
2023-05-29T09:15:00+08:00 Singapore,72.21692962646485kW,11.976122856140137°C,30.752606201171876°C,8.944918823242187°C,28.24562784830729°C,37.42327041625977L/s,40.798038991292316L/s,48.13772893046899_RT,84.3613403625446_RT,21.80768737792969Δ°C,3.03120403289795Δ°C,2.5069783528645857Δ°C,77.25%RH,28.25°C,25.045991489909422°C
2023-05-29T09:30:00+08:00 Singapore,71.37463175455729kW,12.02805970509847°C,30.944429524739583°C,8.971929931640625°C,28.2898681640625°C,37.480674489339194L/s,40.85637944539388L/s,48.25261541378538_RT,89.46750923628097_RT,21.97249959309896Δ°C,3.056129773457844Δ°C,2.654561360677082Δ°C,76.5%RH,28.5°C,25.172996957439537°C
2023-05-29T09:45:00+08:00 Singapore,70.7640884399414kW,12.030147171020507°C,30.86676025390625°C,8.974758911132813°C,28.114483642578126°C,37.48915049235026L/s,40.88554916381836L/s,48.08813536138203_RT,92.18576112375783_RT,21.892001342773437Δ°C,3.0553882598876942Δ°C,2.7522766113281243Δ°C,75.75%RH,28.75°C,25.298706388816655°C
2023-05-29T10:00:00+08:00 Singapore,71.39325612386068kW,11.910278447469075°C,30.867020670572916°C,8.960861206054688°C,28.038950602213543°C,37.40400644938151L/s,40.90819524129232L/s,47.091628175635805_RT,94.46992607481116_RT,21.90615946451823Δ°C,2.9494172414143875Δ°C,2.8280700683593736Δ°C,75%RH,29°C,25.42309533156935°C
2023-05-29T10:15:00+08:00 Singapore,71.35958760579427kW,11.817865689595541°C,31.034259033203124°C,8.962664794921874°C,28.278495279947915°C,37.536153411865236L/s,40.90128631591797L/s,46.08258814602846_RT,92.84102675326727_RT,22.07159423828125Δ°C,2.8552008946736667Δ°C,2.7557637532552093Δ°C,74.25%RH,29.5°C,25.78217361769114°C
2023-05-29T10:30:00+08:00 Singapore,72.15405934651693kW,12.006106249491374°C,30.906109619140626°C,8.937465413411458°C,28.2311279296875°C,37.445614624023435L/s,40.90282135009765L/s,48.47943143757742_RT,89.96854526361973_RT,21.96864420572917Δ°C,3.0686408360799167Δ°C,2.6749816894531264Δ°C,73.5%RH,30°C,26.138796496194857°C
2023-05-29T10:45:00+08:00 Singapore,70.9485361735026kW,12.026781908671062°C,30.58355712890625°C,8.939512125651042°C,27.81392618815104°C,37.47990315755208L/s,40.86712595621745L/s,48.34189447808973_RT,91.7753088495053_RT,21.644045003255208Δ°C,3.0872697830200195Δ°C,2.76963094075521Δ°C,72.75%RH,30.5°C,26.492920330755958°C
2023-05-29T11:00:00+08:00 Singapore,72.00127360026042kW,11.995030975341797°C,30.770465087890624°C,8.967296346028645°C,28.02627970377604°C,37.5165049235026L/s,40.84256184895833L/s,48.118472585506815_RT,91.6263852409262_RT,21.80316874186198Δ°C,3.0277346293131515Δ°C,2.7441853841145836Δ°C,72%RH,31°C,26.844500393167078°C
2023-05-29T11:15:00+08:00 Singapore,71.74395446777343kW,12.01231263478597°C,30.903267415364585°C,8.955206298828125°C,28.203999837239582°C,37.45023854573568L/s,40.88171183268229L/s,48.30565281890571_RT,90.69812237130917_RT,21.948061116536458Δ°C,3.057106335957844Δ°C,2.699267578125003Δ°C,71.5%RH,31°C,26.765426506054315°C
2023-05-29T11:30:00+08:00 Singapore,75.40721028645834kW,11.973985163370768°C,31.043833414713543°C,8.939776611328124°C,28.04256388346354°C,37.66175257364909L/s,40.876721954345705L/s,49.05366289419753_RT,100.26846625902246_RT,22.10405680338542Δ°C,3.034208552042644Δ°C,3.001269531250003Δ°C,71%RH,31°C,26.68618811725398°C
2023-05-29T11:45:00+08:00 Singapore,74.43582153320312kW,11.934942054748536°C,30.7142822265625°C,8.957005818684896°C,27.89900919596354°C,37.697967529296875L/s,40.86751073201497L/s,48.22514226874487_RT,93.57308644628418_RT,21.757276407877605Δ°C,2.9779362360636394Δ°C,2.8152730305989593Δ°C,70.5%RH,31°C,26.606782003040188°C
2023-05-29T12:00:00+08:00 Singapore,70.7922602335612kW,11.90241273244222°C,30.52998046875°C,8.972952270507813°C,27.62875773111979°C,37.590091451009116L/s,40.92316411336263L/s,46.75829713424581_RT,95.49575911145438_RT,21.557028198242186Δ°C,2.929460461934408Δ°C,2.90122273763021Δ°C,70%RH,31°C,26.527204878465724°C
2023-05-29T12:15:00+08:00 Singapore,70.15243835449219kW,11.909534454345703°C,30.5406005859375°C,8.994051106770833°C,27.671441650390626°C,37.59471435546875L/s,40.88746871948242L/s,46.48490054645033_RT,94.58625858861487_RT,21.546549479166668Δ°C,2.9154833475748703Δ°C,2.8691589355468743Δ°C,69.75%RH,31°C,26.487351143635305°C
2023-05-29T12:30:00+08:00 Singapore,73.28916524251302kW,12.108336957295736°C,30.830255126953126°C,8.953401692708333°C,28.063260904947917°C,37.59355926513672L/s,40.84640045166016L/s,49.7849860317919_RT,92.50986364675553_RT,21.876853434244794Δ°C,3.1549352645874027Δ°C,2.7669942220052093Δ°C,69.5%RH,31°C,26.44745339584761°C
2023-05-29T12:45:00+08:00 Singapore,73.1991190592448kW,12.111341603597005°C,30.907661946614585°C,8.963953653971354°C,28.02420654296875°C,37.54154713948568L/s,40.84640070597331L/s,49.73077125094274_RT,96.269389711911_RT,21.94370829264323Δ°C,3.147387949625651Δ°C,2.8834554036458364Δ°C,69.25%RH,31°C,26.407511206583553°C
2023-05-29T13:00:00+08:00 Singapore,73.61641642252604kW,11.829878934224446°C,31.05134480794271°C,8.961636352539063°C,28.341080729166666°C,37.61860148111979L/s,40.898983510335285L/s,46.841965830737706_RT,91.51023505716815_RT,22.089708455403645Δ°C,2.868242581685383Δ°C,2.710264078776042Δ°C,69%RH,31°C,26.367524143205134°C
2023-05-29T13:15:00+08:00 Singapore,71.66288197835287kW,11.996413739522298°C,30.86494344075521°C,8.936945597330729°C,28.061981201171875°C,37.55772883097331L/s,40.87787373860677L/s,48.243386658455435_RT,93.70812132423576_RT,21.927997843424478Δ°C,3.0594681421915695Δ°C,2.8029622395833336Δ°C,69%RH,31.5°C,26.83175585052236°C
